asin, yr, month, rating, yeshelpfulnessvotes, totalhelpfulnessvotes, wordcount, summaryreview, fullreview
B00008CMOS,2012,2,4.0,1,1,256,"I love it!","I tried this out yesterday and WOW. My skin felt much cleaner, and a lot of the redness on my cheeks and chin disappeared too! The only downside was that it was a little hard to clean off; I had to use my toner afterwards to get rid of all of it, and I didn't see any real reduction in the size of my pores (you can't actually reduce pore size, but if they are very clogged they'll look bigger). It's very smooth compared to other clay masks I've tried, and goes on quite thick so you don't need very much of it. It also will pull any pimples that are forming to the surface, so it might look like you're breaking out; actually, it's just speeding the process along, and if you're using a good topical treatment they should heal faster. (I would personally recommend the Clean & Clear Persa-Gel and the Popped Pimple Relief Gel Pen; the Persa-Gel really helps to speed up the healing process and the Popped Pimple Relief Gel reduces redness and any pain you might suffer from pimples around the nose or lips.)		With that being said, it took a very long time to ship and it looked like the tube had been squashed a few times in-transit; might have been a better idea to use a box instead of a shipping bag.		Update: Several weeks after using it every Saturday morning, I've noticed that a lot of the redness in my cheeks and chin has vanished! Bye-bye green concealer!"
B00008CMOS,2012,2,4.0,1,1,50,good,"this mask makes my skin feel soft and smooth and clean and de-stressed.		when my skin is being overly sensitive this mask clears my pores and relieves the skin irritations and inflamations that i generally experience from the abuse and over-use of beauty products that contain harsh and ""un-natural"" chemicals."
B00008CMOS,2012,1,5.0,1,1,103,"Great and inexpensive!","I bought this at a local store for just 3 dollars,	and I wanted to know what the hype was about.	Typically, I use more expensive products on my face,	believing that they will do the trick, but I was proven wrong.	Despite the low price of this, it works very well, and there is a	generous amount of it in the package. I recommend it, it stings	a bit, but really does what it says! I do also feel a bit of tightness	from it, but other than that, this is a great product and has a price	you really can't beat."
B00008CMOS,2012,0,5.0,7,7,385,"59 and looking fine","I have used this product over 20 yrs.	I am on fb Lynda Clark so you can request me,	and see my photos! It's been 41 yrs since High School,	and people walk up to me and recognize me immediately,	unfortunately I can't say the same thing to them! I have told everyone	I have known about my mint julep, and haven't been to a spa for a $40.00	facial for I don't know how long! I have no use for it for breakouts, but	It is my facial for pores or blackheads! I love to put a towel over my head	and steam my face over simmering water on the stove,this opens the pores.	Next I apply a thin layer of my julep and let it dry for about a half an hour.	I take a hot wash cloth and put it on my face for about 5 minutes to loosen the mask.	It also gives you that spa like feeling!Lastly I use that wash cloth to remove all of	the mask on my neck and face, and pat it dry! It's the most refreshinhg feeling in the	world to me! Some of my friends bought it and some didn't. The ones who did it as I do	were over the moon at the results,and when the ones who didn't saw the results they did go out	and buy it! I'm happy to say everyone of us is addicted to Queen Helene! I don't tell them	where I buy it, because I want to make sure I can get it! LOL kind of selfish I guess! But	I would highly recommend it! I have a 37 yr old son who is so proud of his mom! When he was	in High school the girls didn't believe I was his mom! Damn that makes me proud of myself!!!	Anyway like I said, I am 59 and at the most people think I am 40. I don't like the idea of botox,	or anything unnatural, but I love my Queen Helene! I just wanted to share my story with you,	and if you go to FB you can judge for yourself!!! I also do not act my age, so everyone that	doesn't know me has to keep on guessing! The product speaks for it'self!!  Take care!"
B00008CMOS,2009,0,5.0,9,10,99,"great product","Ive been using this since like the 6th grade (Im 26 now). I use it probably 1-2x a week and its amazing. It helps minimize pores and kill current pimples. Its very easy to use. I just put it on, go do the dishwasher or something and then take a shower and get it off. I take it off in the shower with water/soap and then follow it up with the mint julep facial scrub. When I get out of the shower my face is smooth, pores are reduced and my skin is glowing.	The bottle lasts forever too!"
B00008CMOS,2005,2,5.0,9,10,73,"I cannot believe this is so cheap","This product removes dirt from the skin. I can tell wheneve I use it my skin gets clear and clean. I love the feeling of mint on face while letting it dry. When it is dry on my face I can see some oil coming out of my skin because the oil makes small spots on the dry pack. I recommend this to oily skin people. It is so inexpensive for the quality."
B00008CMOS,2012,0,5.0,6,6,139,"Not a typical beauty product","Firstly, I don't buy into the claims of beauty products. I'm highly skeptical of anything that promises me results on anything but wasn't prescribed by a doctor. BUT-- this stuff is great. I use it after a shower, when my pores are open. Even after I wash my face I can still see my pores are clogged. When I take this masque off, my pores are cleaned out and look so much smaller! It doesn't take too much moisture out of my skin, and it doesn't leave any film. It was so inexpensive too! I am blown away. I'll never buy anything else!The only potential drawback is the scent. It is admittedly rather strong, but it smells just like fresh mint, which I LOVE. If you aren't a fan of mint, I can imagine this would be a problem."
B00008CMOS,2009,11,5.0,5,5,93,"A great product doesn't have to be expensive","I have used Queen Helene Mud Pack Masque for over 18 years and recently found out that Harmons and other stores are not selling it; so I purchased it on-line and I am very grateful.  I exfoliate first with Queen Helene Oatmeal 'n Honey natural facial scrub and then put the mud on for about 15-30 minutes (longer may cause dryness).  After rinsing, your skin will be smooth, silky and toned (youthful too).  I do this once a week--whether I go out or not.  Please don't stop selling it.		57 Never Looked Better"
B00008CMOS,2011,0,4.0,7,8,130,"worth a try","I like this product, it clears your skin even after the first use. Well, all I have discovered so far regarding skin care is that if you have a oily or mixed-type of skin, you have to watch your diet, stay away from greasy food, eat lots of veggies and fruits, drink lots of green tea after meals to detoxify your body, and exercise regularly. In addition to this life style, if you use this product, you will certainly receive good results. But by itself, it is not going to make miracles. It is good to get rid of excess sebum on face, which is important to prevent black or white heads. It also dries up the pimples quickly. But I recommend it in tandem with a healthy life :)"
B00008CMOS,2011,4,1.0,14,18,198,"It made me break out!","Considering the stellar reviews this product garnered, I expected decent results. The smell is refreshing, the application smooth and easy, I even liked the calming green color. That's the extent of my praise. This mask made me break out the first time I used it. Attributing the breakout to other factors (genes, hormones, or stress), I decided to undertake a second trial. I broke out again. What I gleaned from others' reviews is this isn't one of those remedies that make your skin ""worse before it gets better""--an inept advertisement that I don't believe in. Out of 70+ reviews, I am the only one who broke out. So you could risk your chances, I just wanted to alert prospective buyers of the possibility of your skin exacerbating. If you are in the market for an effective mask, may I suggest Glycone Acne Facial Masque--I'm already on my second tub. It clears your pores, dries up zits, and improves your complexion, just make sure to moisturize afterwards.		I never write reviews for products, but I realized the importance of publicizing your experience (bad or good) so that future customers can make an informed decision. Hopefully, this review accomplishes that."
B00008CMOS,2012,4,5.0,4,4,527,"Great mask for troubled skin!!!","I'm a 28 year old male and I have suffered from Acne from since I can remember. I've tried it all, if you can name I have probably tried it. With that said because I have tried it all and researched things from what causes Acne and oily skin to the treatments I somewhat have become a semi-expert on oily acne prone skin which I suffer from. When I came across this product I noticed all the positive reviews so I decided to give it a try and it has worked wonders for me. It has reduced my oily skin, shrunken my pores and reduced any ingrown hairs or blemishes I had. I noticed people complained that it doesn't help rid their Acne and I feel the reason for this is that the mask contains Sulfur which helps with oily skin, inflammation and large pores. Also I feel with any kind of wash or facial treatment the key for it to work is to exfoliate. To exfoliate with simply a scrub or if thats not working you can buy a exfoliator brush. Let me please stress this first! For people with Acne prone skin this product will not help treat your Acne on its own! The only two treatments for Acne is either Benzoyl Peroxide or Salicylic Acid. The mask helps alleviate Acne when used in conjunction with the two treatments I mentioned previously. To rid yourself of Acne you need a daily regimen I can't stress that more! To help I will share mine. I have the following products:		1. Daily exfoliator skin scrub which contains Salicylic Acid	2. Daily Wash which contains Benzoyl Peroxide	3. Exfoliating facial brush	4. Queen Helene Masque Mint Julep(jar) contains Bentonite and Sulfur	5. Clearasil Ultra Rapid Action Pads contains Salicylic Acid	6. Moisturizer	7. Acne skin treatment contains 10% Benzoyl Peroxide		Every night before I shower I first wash my skin with the daily scrub wash, dry my skin then shave. After I'm done shaving to prevent ingrown hairs and get rid of the dead skin cells left over after using the scrub I first apply moisturizer on my skin then scrub my skin for about five minutes with the facial brush, wash my skin with warm water to open up my pores then I dry my skin and afterwards apply the Queen Helene mask. After about 30 minutes to an hour I then wash it off with my daily wash which contains the Benzoyl Peroxide. I lastly apply the Acne skin treatment. In the morning I just use the daily skin scrub, dry my skin then apply the Daily Action pads afterwards and throughout the day. Ever since I started this regimen I've been Acne free. I can miss a day or two but anything more than that my skin slowly starts acting up again. Not everyone is the same but maybe sharing my daily regimen may help someone with their skin problems. Just remember no one product will help with your Acne problems you need to have a daily regimen of things which help to keep your skin clear and Acne free. I hope I've helped everyone!"
B00008CMOS,2011,11,5.0,4,4,49,"Works well","I am a guy with some small acne problems here and there but I purchased this for my pore size. It worked pretty well at reducing their size and making my skin feel tight and fresh. I would recommend you purchase this at Walgreens because it is only $3.99"
B00008CMOS,2011,8,5.0,4,4,268,Wonderful.,"This is a wonderful product.  Yes, it is a bit thick, kind of like toothpaste.  Yes, it does smell minty, also a lot like toothpaste.  But don't be mistaken.  This is no toothpaste.  While you might be inclined to use a thicker layer the first time, don't.  It will take forever to dry and a thinner layer will do just as good of a job.  Let it sit until it dries.  I wouldn't leave it on overnight or for hours and hours, but it definitely needs to dry.  Once the mask is dry simply rinse, don't scrub, it off.  Showering after using this mask will probably be easier than trying to rinse it off in the sink).  Your skin will feel cleaner and healthier.  It will also feel (and look!) prettier.  You should probably know that this product will bleach your eyebrows, so don't get any on them.  You should also probably plan to use a moisturizer afterwords--I'm a fan of Vitamin E Oil, usually made with vitamin e and soybean oil.  It's a natural moisturizer and helps even your skin tone.  This mask will do a lot for your skin but it's not a miracle worker--it took away probably 2/3rds of the blackheads on my nose after 1 use (and there were a LOT of them), evened my skin tone, slightly cleared up a minor pimple, and generally tightened my skin.  It did NOT remove all of my blackheads or magically get rid of that pimple.  It is, after all, a mask and not a miracle. And as a mask, it is very much worth your time."
B00008CMOS,2012,6,5.0,0,0,27,"Zero Pimples","I completely love this product, since i have oily skin, this helps me dry up my impurities without over-drying the rest of my face. Totally recommend it!"
B00008CMOS,2012,6,4.0,0,0,28,So-so,"I've used it for a few moths now and haven't actually noticed much difference, but my face does seem cleaner and tighter after I wash the mask off!"
B00008CMOS,2012,6,5.0,0,0,87,"Beauty Secret!","Queen Helene's Julep Mask is a must have! The product came the same week I ordered it, way before the expected arrival date. So, I have no complaints whatsoever about shipping & packaging. The mask works wonderfully. It tightens my pores and refreshes my skin, as well. I did notice that if it sets longer than 15mins, then it may dry out your skin.  So, I rinse the mask off between 10 to 15 minutes. This is a great product and I will continue to use it."
B00008CMOS,2012,6,3.0,0,0,67,"very refreshing product","I bought this product at my local walmart and tried it right away. It felt soo good and was very easy to use. The smell was good too. I was however disappointed the next day when I had a huge pimple on my forehead. Its to early to say if its cus of this product or not but I'm going to keep using it an find out."
B00008CMOS,2012,6,4.0,0,0,38,"Smells very good","I love the smell of this product. Very minty and fresh. I use this more for clearing blackheads instead of clearing up acne. It leaves my face feeling refreshed and soft, but doesn't do much for the blackheads."
B00008CMOS,2012,6,4.0,0,0,132,"Pretty nice, but...","...I'd recommend not using it if you're planning on getting close to someone you'd like to impress because, while it does make your skin feel silky smooth, it also smells faintly of sulphur. I suppose you could immediately wash your face with something more pleasant smelling and hope to hit every spot your mask touched, but I have a feeling even then you'd just end up smelling like an odd blend of sulphur and whatever-nice-smelling-stuff-you-used. It wears off after a few hours, but I just thought I'd give a heads-up. :)		As far as application goes, it feels really nice on the skin... soothing and invigorating at the same time. It washes off easily as well. I haven't noticed anything miraculous, but I purchased it more for the feeling than anything else."
B00008CMOS,2012,5,4.0,0,0,39,"great but sticky","this product is great but the application is a bit hard. The rosy smell doesnt bother me that much because like any other mask,there will be at least scents of the sulfur. Overall, great product and does the job!"
B00008CMOS,2012,5,5.0,0,0,56,"great clay mask","I've tried this product before so I knew that I liked it but I haven't been able to find it in stores for years!  I was so happy to find it on amazon!  It's a good product.  It makes my skin very soft and it smells good.  It even clears up my skin a little bit."
B00008CMOS,2012,5,5.0,0,0,28,"LOVE THIS","I love the way this makes my skin feel. My makeup applies so much smoother after I put this mask on, and it reduces redness.  Feels fresh too."
B00008CMOS,2012,4,5.0,0,0,109,"Love this stuff.","I have been using this product forever and I have tried everything out there. I alwas come back to this product, it does everything it says. I never write reviews but after reading the people who gave it 1 star I had to write.  To be honest I have no idea whats in it and to be honest I have a lot of other things to  do then research every ingredient in it, like I said this stuff works and I love it.Please don't waste your time thinking there is a better product because there isn't, this is what you have waiting for. I love it, happy pore shrinking."
B00008CMOS,2012,11,3.0,0,0,34,"Makes your face feel clean but..","I like the clean feeling, but I believe I may be sensitive to this because it started to burn and my eyes started to water. If you have sensitive skin I would avoid this."
B00008CMOS,2012,11,5.0,0,0,54,"Love this product.","I used this at least three times a week when I first got it. I love the smell, I love the way it made my skin look and feel, and overall it is just an amazing product for a great price. My blackheads disappeared every time after I used this product. Definitely a favorite."
B00008CMOS,2012,11,4.0,0,0,33,"Works well, smells great","I've started using it this week and my face feels smoother around the t-zone. It does not dry out my face at all and it smells great compared to other masks I've used."
B00008CMOS,2012,11,5.0,0,0,54,"Wow, how come I've never heard of this before!","This face mask really makes my face look vibrant and clear! Makes skin look very clean! I use it a few times a week, cleanse my face, rub this on, and leave it on for about 15 mins.  Your face will feel very stiff, but then you wash it off, and you feel replenished!"
B00008CMOS,2012,11,5.0,0,0,24,AMAZING,"Queen helene products are always #1! Don't waste time anywhere else, especially for face masks, the price is right and the effectiveness is there!"
B00008CMOS,2012,11,5.0,0,0,30,Flawless,"If you want a clay mask that does the job, low price, then this is what it takes! Queen Helene products are always cheap and effective, don't waste time elsewhere!"
B00008CMOS,2012,11,5.0,0,0,108,"Love this masque","This stuff is the best! I've been using it for a long time, and I keep buying more whenever I run out. I use it about once a week, and it does a good job of drying out blemishes and clearing my pores. My complexion really does look brighter after washing it off.		Honestly though, part of what I love so much about this product is how fun it is to use it. The masque comes out thick and bright green, and when you put it on it has a cooling sensation that feels really good on your skin. Feels like a spa treatment, but for much cheaper!"
B00008CMOS,2012,10,5.0,0,0,50,"Temporarily firms up jawline","I love this product for how it temporarily firms up my sagging jawline quite well. I get occasional breakouts around my mouth and it works well on drying those up. However, I would use this no more than once a week because it does seem to dry out the skin."
B00008CMOS,2012,10,4.0,0,0,202,"For the price, it is worth it.","After using it 2 times (Monday and Friday) I realized that my acne started coming more often, but that is no surprise to me because it usually takes awhile for the skin to get use to a new product.		Update: This is the third week of using this product (7 times total so far), my pores have decreased in size (noticeable, but not significantly) and not a lot of acne (if any) is showing up on my face.		Conclusion: I would say for such an inexpensive product, it works really well (on my face at least). There is about a 10-20 second stinging when I put the product on, probably because there is a lot of cracks in my skin and dryness from walking outside in the cold. After that, it feels really refreshing to have on. Of course this product isn't for everyone because everyone have different type of skin, but so far so good for me. Have patience when trying this out for the first time, it does have a deep clean so you may have excess acne using it for the first couple of weeks. I know it did not clear up everything the first time I used it."
B00008CMOS,2012,10,5.0,0,0,57,"Works well","This works great I have terrible back acne and if I kept up with using it everyday I would see better results. When I use it on face I could see results right away. Buy this product and not that expensive stuff that will have you wondering why it does not work as fast as it proclaims."
B00008CMOS,2012,8,5.0,0,0,112,"A Minty Miracle!","For once--a beauty product that actually DOES what it SAYS it does. In just one application, it dried up my t-zone oil slick, shrunk my pores (which are big enough in which to carry loose change), evened out my skin tone, and softened my skin to baby's butt softness. It even seemed to tighten my fine lines. The minty scent is truly refreshing (AND relaxing). The clay texture is soft, smooth, and feels nice going on--very therapeutic. Oh!...and it lasts forEVER....oh!..and it's inexpensive. OH..my God..............I love this stuff.		Bottom line: Stop spending ridiculous amounts on more expensive brands with fancy packaging and get something in a butt-ugly package that actually works. Period."
B00008CMOS,2012,8,5.0,0,0,26,"Great deal!","The product was even better than expected. It is a bit drying, but feels refreshing. This is a huge bottle...I'll be using it for a while."
B00008CMOS,2012,8,4.0,0,0,30,"found same product in National Wholesale Liquidators!","didn't tingle or burn for me but for the price it got the job done. went shopping yesterday at national wholesale liquidators and found this for half the price! score!!!"
B00008CMOS,2012,8,5.0,0,0,50,"Very refreshing cleanser","I really love this product, and so does my little teenage sister. It's great for someone who has always had problems with their skin. It might feel like it's drying out your skin, but that's going to happen with every face mask. Great product, I recommend this for sensitive skin!"
B00008CMOS,2012,8,4.0,0,0,24,Fine,"It's a little bit dry after I used this masque. Guess better not use it too often. 1 time per week will be fine."
B00008CMOS,2012,7,4.0,0,0,27,great!,"Great stuff! Good product for the price. Really cleans pores. Just leave it on for 10-20 mins, then rinse. Makes skin feel fresh and clean.  Fast shipping."
B00008CMOS,2012,7,5.0,0,0,24,"I love this product! It is amazing especially for scarring!","This is my favorite mask of all the different ones that I have! It works wonders for scars! I highly recommend this facial mask!!"
B00008CMOS,2012,7,5.0,0,0,73,"Great Product","This mask is a great product for a great price. I don't have bad acne or pimples but I tend to get small bumps on my face and also black heads. Within the first time I used this product my black heads were gone and my face felt smooth and incredibly refreshing. If you are tired or you look tired this product regenerates you! I would HIGHLY recommend this product for daily use."
B00008CMOS,2012,6,5.0,0,0,30,Awesome!,"this product will make you look younger and tighten your skin like no other. i will be using it when I'm forty so I can still look like I'm 20."
B00008CMOS,2012,6,4.0,0,0,35,"great for relaxing","This mask is great for relaxing your skin muscles. It gives you the whole spa experience. Very soothing and your skin feels great afterwards. Recommended. Also, there's enough in this to last you a lifetime."
B00008CMOS,2013,0,5.0,0,0,54,"It's like magic","It really works great! I'm so skeptical about things, but it's a wonderful mask. Use it the day of or the night before a big event or party or whatever, and your skin will feel good and look clear. It's super cheap too. This will be a beauty staple for me from now on!"
B00008CMOS,2013,0,5.0,0,0,158,"Great to smooth wrinkles and to apply makeup over acne","For all the women who like to wear makeup to cover acne, this might work.  When I had acne several years back before I went on Accutane, I used this mask after using St. Ives Invigorating Scrub.  It helped to smooth out dried pimple scabs so that I could apply cover-up.  My makeup went on so smoothly.  Now that I am beginning to show more signs of aging I use it when I want to see my wrinkles smooth out for at least part of a day.  It just feels so fresh after it comes off and you feel like your face just woke up, it gives a nice clear look.  It even gives a rosy tint after it is removed after being left to dry for a while since I think it must increase blood flow to your face somehow.  It just feels like a treat for my skin each time I use this mask! Highly recommended!"
B00008CMOS,2013,0,4.0,0,0,61,"Smells good, but rather dries out my skin","I live in Colorado, which is very dry, so I often have trouble finding beauty products that are up to the Colorado environment. this masque smells quite pleasant, with a lovely rose scent, and seemed to help clear up some small spots on my face. It dried out my face, though, so while it's not bad, it's not necessarily outstanding either."
B00008CMOS,2012,11,5.0,0,0,90,"What is this magic?","This masque has a pretty untrustworthy name, so I was very skeptical before I ordered it, but this giant 8oz bottle works like magic for acne. It leaves your face feeling clean, refreshed, soft, and tingly, and it smells good to boot. It really does help with the acne. After I used it, the acne became smaller next day.		I really enjoy this masque. I make all of my own lotions/creams except for this and the Hyaluronic Acid serum. This is cheap and it works, so I'm sticking by it."
B00008CMOS,2012,11,4.0,0,0,47,"Wonderful product! Great value!","This creamy and great smelling masque is light and refreshing. Your skin feels great afterwards and not dry or chalky like most that I've used. It hardens a little as it dries and tingles a bit when you put it on. I hope I never run out!"
B00008CMOS,2012,11,5.0,0,0,125,"Def does the job!","My skin type: fair/acne prone/combination/sensitive	Age: early 20's		The price is fantastic, the product has been around for ages, and it really works. just a dab will dry up my pimple, and as maintenance I do an all over facial every week. In the winter time it might get too dry so I switch it up to once every 2 weeks. The smell is like that of a sulfur/camphor type of smell which some people love and some people cant stand. I think it's kind of medicinal. It is a thicker, clay type of drying mask so you must wait till it dries until you wash it off with warm water and a wash cloth. Definitely should be in every woman's (probably teen-mid 20-30's) bathroom."
B00008CMOS,2012,11,5.0,0,0,97,"Love it!","I bought it because of the reviews. I usually don't believe in magic masks and I tell you upfront this is not a magic mask but it is really good. I don't really have a lot of problems with my face but I like to keep it clean and this mask helps a lot. I bough this one and the mint one for my mom too and she loves them (she says it keeps her face clean and less greasy, don't know about the making your sking more tight fact yet). I would def recommend this mask."
B00008CMOS,2012,11,4.0,0,0,30,"Great Product!","I love the thick consistency and the minty smell.		This does freshen and smooth my face after applying it, but as for removing blemishes, it only works for tiny pimples."
B00008CMOS,2012,11,5.0,0,0,22,"Black heads??","I am not sure it reduce the black heads but def dry up your skin when you apply. It also smells amazing."
B00008CMOS,2012,11,4.0,0,0,41,"It actually works","This is a good mask. I have actually seen my pores diminish from the first try. I love how it hardens in seconds and when I remove it, my face feels fresh, clean and tight. I will definitely buy it again."
B00008CMOS,2011,1,5.0,0,0,36,"Fantastic results!","I was astonished by how effective this masque was! After the first use, my pores were dramatically reduced in size. I have terrible skin and this product worked wonders for me, I recommend it to everyone."
B00008CMOS,2011,1,4.0,0,0,53,"Really good stuff","Look no mask will magically remove all your pores and make your skin clear ( I would give that one 5 stars).. but this one is really good . My face feels very refreshed and clean also if you have oil skin this will remove all oils.. so I really recommend this product"
B00008CMOS,2011,0,5.0,0,0,37,"Fantastic clay mask","This product has been out there forever and will continue to impress you till the end of time. It is simply the best affordable clay mask you can find in the dept stores. Lasts forever. Smaller pores."
B00008CMOS,2011,0,5.0,0,0,45,Queen,"This green mud mask is amazing. As soon as I used it, and washed it off my skin looked so much better. It's like magic. My skin immediately cleared up. I try to use it every day because it really works so well. Love it."
B00008CMOS,2011,0,5.0,0,0,57,"Deep Cleans!","I really like this mask. It really gets into my skin and cleans it out really well. Also, I have combination skin which is very difficult to manage. Using this mask seems to help balance my skin and makes my face look much clearer.		It is pretty strong, though, and does tend to sting when first applied."
B00008CMOS,2010,11,5.0,0,0,86,"Used since I was 12","My mother use to use this stuff when i was a kid. So i wanted to turn my face green too. Immediate results! I dont use it every night (I am fortunate) But i use it when my skin starts to break out and just start to dull down. Its very refreshing and relaxing, so i usually use it after stressful days and a long shower lol Ive been attached to the product since i was around 12 (currently 20). Definitely something to hold on to."
B00008CMOS,2010,11,4.0,0,0,19,"love it","I been using this product for my severe acne problems it also help with my enlarged pores on  face"
B00008CMOS,2010,10,5.0,0,0,30,"good mud masque","I have used several mud masques and I like this one best.		It does have a smell but it does not bother me at all.		I will continue to use!"
B00008CMOS,2010,7,5.0,0,0,21,Amazing-ness.,"I've owned like 3 bottles of this stuff over the years. It's amazing to the max. I highly highly recommend it!"
B00008CMOS,2010,6,4.0,0,0,76,"Pretty good, nice smell","I love the smell of mint so this product seemed perfect for me. You don't need to use much to get a good layer on your face. It dries quickly and leaves a refreshing minty smell afterwards. The only problem was it was a lot more drying than expected. I would suggest applying a lotion right after (even if you have oily skin like me) to avoid dry,flaking skin. Other than that, it has been great!"
B00008CMOS,2011,11,5.0,0,0,31,"Easy to use with great result!","Applying this product to my face was quite easy and I could tell immediately that my face was finely toned. Considering the price and product quality, I would definately buy again!"
B00008CMOS,2011,11,4.0,0,0,274,"Long-time user","I came across my first tube of Queen Helene's during my freshman year of High School and have been using it ever since (I'm now in my 4th year of Undergrad). The pimples & blackheads on my face were becoming relentless and were quite painful. The first time I used this masque, I saw immediate changes. The blackheads on my nose were significantly smaller than they were when I put the masque on, the pimples around my mouth, under my chin, and on my forehead weren't nearly as inflamed and angry as they had been, and my skin felt soft & clean. Here are a few more important things:		-This product works much better when acting as a supplement to a skincare system. I quite like Clinique's 3-Step system as a regular routine and use this product as an additive for a boost.		-IT. WILL. BURN. when you put it on. I have pretty sensitive skin, so if you're someone who isn't bothered by mint, it probably won't be nearly as painful for you. But, if you're like me and have ""tender skin"", prepare yourself. It's not unbearable, but it is pretty intense for the first few minutes and subsides as the masque dries.		-This is GREAT as an overnight spot treatment. I can't count the number of times I've left it sitting on an angry pimple or nasty cystic pimple over night to find that they are significantly better in the morning.		This is something that I keep coming back to, time and time again. It's not too harsh, it's not stinky, and it works. The best part? It's inexpensive ($2.47 at WalMary/CVS)."
B00008CMOS,2011,11,5.0,0,0,30,"great product","love the mud mask!! all the comment are accurate, the price is amazing for the quality of the product.	just let it dry and then wash away nasty face stuff."
B00008CMOS,2011,11,5.0,0,0,122,"Treats my oily skin","I am cursed with super oily skin.  Mainly my nose and my t-zone would be really greasy a couple hours into my day.		The instruction says use for 15 minutes, but due to my extreme skin oiliness, I decide to apply it overnight and keep it on till next morning.  It dries up pretty quickly, I would say 10-15 minutes.  It doesn't flake off when I'm sleeping either.  Hopefully leaving it on for hours doesn't have any adverse effect, heck I haven't seen any.  If anything I think it works wonders doing it overnight.  I wash it off the next day and I'm off!  Skin doesn't grease up as much anymore, so with more usage hopefully this completely eliminates my oil problem."
B00008CMOS,2011,10,5.0,0,0,34,"LOVE IT~~~","It came on time, and works perfectly!  I'm so glad because it's very hard to find in my city hence living in Canada. This stuff works wonders especially if you have oily skin. :)"
B00008CMOS,2011,10,5.0,0,0,53,"Dried up my acne!","It dried up some problem spots that I have had for a while... Nothing else worked but this- it feels great, smells great, but more importantly, it works- FAST! I won't be able to use it every day though because it will dry out my skin- but 3 times a week is perfect!"
B00008CMOS,2011,10,5.0,0,0,49,Amazing,"I think I just took three years off of my face. Directions on bottle says it takes 15 minutes to dry, but it took about 25 minutes for me. I put on quite the lather. Felt refreshing when the mask was removed with a warm wash cloth.		Great product."
B00008CMOS,2011,10,5.0,0,0,53,WONDERS!!,"i LOVE THIS PRODUCT IT RALLY DOES HELP, youll see the difference in just a few days.. even just using it one time.. the price is awesome..i use it ones a week, and it got rid of my acne marks cleaned out me pore, its like a nourishing facial in just one stpe"
B00008CMOS,2011,9,5.0,0,0,52,"I love it!!","I was really skeptic at first when I bought this. But when I used this I told myself that finally I found the right mask for me! It feels cool on the skin and it doesn't give me breakouts. It makes my skin feels soft and it really helps with removing blackheads."
B00008CMOS,2011,9,5.0,0,0,59,"Feels like a Facial","Easiest (and cheapest) trick in the book: for clear, glowing skin, use Queen Helene. After exfoliating, apply the mask, let sit for fifteen minutes, wipe it off with a warm washcloth and apply your favorite moisturizer. It feels like you just had a relaxing facial and all you spent was five bucks for this lovely smelling tube of product."
B00008CMOS,2012,0,5.0,1,1,53,"In love","This product is amazing. Simply incredible. I use this every night and wash it off after 15 minutes. I've had this for almost a week and I already see a remarkable difference. My skin has cleared up and my complexion is a lot better. I recommend this to anyone suffering with horrible acne!"
B00008CMOS,2011,11,5.0,1,1,62,"Surprised at the results","I used it for the first time today and it worked way better than I expected. I've tried the strips and of course the face wash on my blackheads, and this is certainly the best.		My only complaint is that it's girly and it's a slight hassle to remove the mask when you're done (forcing you to have access to a sink)."
B00008CMOS,2011,11,4.0,1,1,104,"WOW, you can see a differance!","So as a guy, I never considered using any kind of facial stuff.  Well I was convinced to ""try"" a mud masque.  Let me tell you, in just one use, I could definately see an improvement.  If you never used a masque before, its not that bad of a feeling.  But when I was done I could see how my skin was more ""tight""  the effects lasted for about 1 week.  I've done this masque 2 times since then and every time there is a dramatic imrpovement.  I'd recomend this product over the Green one.  <a href=""http://www.amazon.com/gp/product/B00008CMOQ"">Queen Helene Masque, Mint Julep - 8 oz</a>"
B00008CMOS,2011,9,3.0,1,1,135,"No miracles here, but still an OK masque","I bought this after reading a lot of favorable reviews (in fact it's one of the highest reviewed masques on amazon) so I was very excited to get this and try it. I have chronic blackheads that NEVER go away and some pretty large pores, everything I've ever tried hasn't been able to get rid of them, so I thought this would help with pore minimizing or clearing blackheads. I've been using this at least weekly, sometimes more, and there hasn't been any noticeable improvement in my blackheads or pores, even immediately after using it. It does smell nice and it sucks up quite a bit of oil from my face so it does have some benefits, but not enough to keep buying it. I'll have to keep searching for a solution for my face!"
